Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Mitchell Marner;TOR;21;F;82;26;68;94;22;22;19:49;15:52;2:35;1:21;22;3;1;5;0;48;18;2;12;2;70;21;3;17;2;22.3%;0,96;2,51;3,47;1,014;2,212;3,226;0,848;5,088;5,935;0,317;0,829;1,146;233;11.2%;29;43;7;4;63.64%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Brayden Point;TBL;22;F;79;41;51;92;28;27;18:55;15:27;3:22;0:05;21;20;0;7;2;36;15;0;6;1;57;35;0;13;3;38.0%;1,646;2,047;3,693;1,032;1,769;2,801;4,512;3,384;7,896;0,519;0,646;1,165;191;21.5%;31;43;435;421;50.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Jonathan Huberdeau;FLA;25;F;82;30;62;92;40;-14;18:51;15:16;3:24;0:10;19;11;0;5;0;39;23;0;12;4;58;34;0;17;4;37.0%;1,164;2,406;3,571;0,911;1,869;2,78;2,357;4,929;7,287;0,366;0,756;1,122;226;13.3%;57;45;12;7;63.16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Blake Wheeler;WPG;32;F;82;20;71;91;60;0;20:42;16:00;3:35;1:06;16;2;2;3;0;39;31;1;8;2;55;33;3;11;2;36.3%;0,707;2,509;3,215;0,732;1,783;2,515;0,407;6,311;6,718;0,244;0,866;1,11;231;8.7%;81;53;31;57;35.23%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Alexander Ovechkin;WSH;33;F;81;51;38;89;40;7;20:55;16:30;4:24;0:00;33;18;0;5;0;28;10;0;3;2;61;28;0;8;2;31.5%;1,806;1,345;3,151;1,481;1,257;2,738;3,022;1,679;4,701;0,63;0,469;1,099;338;15.1%;223;41;1;4;20.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;John Tavares;TOR;28;F;82;47;41;88;34;19;19:05;16:17;2:35;0:11;37;10;0;8;1;32;9;0;10;0;69;19;0;18;1;21.6%;1,802;1,572;3,373;1,661;1,437;3,098;2,82;2,538;5,359;0,573;0,5;1,073;286;16.4%;59;53;832;696;54.45%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Mikko Rantanen;COL;22;F;74;31;56;87;54;13;20:50;16:43;4:05;0:01;15;16;0;4;1;39;17;0;10;1;54;33;0;14;2;37.9%;1,206;2,179;3,385;0,727;1,89;2,617;3,171;3,37;6,541;0,419;0,757;1,176;193;16.1%;59;41;17;29;36.96%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Artemi Panarin;CBJ;27;F;79;28;59;87;23;14;19:51;17:00;2:48;0:02;22;6;0;8;4;47;12;0;15;3;69;18;0;23;7;20.7%;1,071;2,257;3,328;0,982;2,099;3,081;1,625;3,25;4,875;0,354;0,747;1,101;191;14.7%;14;17;1;3;25.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Claude Giroux;PHI;30;F;82;22;63;85;24;9;21:27;16:12;3:31;1:44;19;2;1;4;1;42;21;0;7;2;61;23;1;11;3;27.1%;0,75;2,148;2,899;0,858;1,896;2,754;0,416;4,369;4,785;0,268;0,768;1,037;229;9.6%;28;19;674;490;57.90%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Mark Scheifele;WPG;25;F;82;38;46;84;38;8;21:51;17:07;3:35;1:08;26;12;0;6;3;32;11;3;8;2;58;23;3;14;5;27.4%;1,272;1,54;2,811;1,111;1,367;2,478;2,44;2,236;4,676;0,463;0,561;1,024;199;19.1%;54;54;803;933;46.26%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Sebastian Aho;CAR;21;F;82;30;53;83;26;25;20:09;16:02;3:00;1:06;23;3;4;7;3;31;21;1;9;0;54;24;5;16;3;28.9%;1,089;1,925;3,014;1,05;1,415;2,464;0,731;5,12;5,852;0,366;0,646;1,012;243;12.4%;65;34;585;619;48.59%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Brent Burns;SJS;33;D;82;16;67;83;34;13;25:05;19:48;3:16;2:00;8;7;1;6;2;42;21;4;9;1;50;28;5;15;3;33.7%;0,466;1,953;2,42;0,295;1,551;1,847;1,561;4,683;6,243;0,195;0,817;1,012;300;5.3%;90;105;0;1;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Sean Monahan;CGY;24;F;78;34;48;82;12;7;19:03;15:42;3:17;0:03;22;12;0;5;0;37;11;0;9;3;59;23;0;14;3;28.0%;1,373;1,938;3,31;1,078;1,813;2,89;2,804;2,571;5,375;0,436;0,615;1,051;211;16.1%;36;24;454;434;51.13%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Jack Eichel;BUF;22;F;77;28;54;82;26;-11;20:26;16:23;3:31;0:31;20;8;0;2;2;36;18;0;14;2;56;26;0;16;4;31.7%;1,067;2,058;3,126;0,951;1,712;2,663;1,769;3,98;5,748;0,364;0,701;1,065;303;9.2%;70;51;597;673;47.01%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Phil Kessel;PIT;31;F;82;27;55;82;28;-19;17:58;14:44;3:13;0:00;15;12;0;10;2;31;24;0;11;1;46;36;0;21;3;43.9%;1,099;2,238;3,337;0,744;1,538;2,283;2,717;5,435;8,152;0,329;0,671;1;215;12.6%;12;18;4;5;44.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;David Pastrnak;BOS;22;F;66;38;43;81;32;6;18:45;15:20;3:22;0:02;21;17;0;4;0;27;16;0;6;1;48;33;0;10;1;40.7%;1,842;2,084;3,926;1,244;1,6;2,844;4,588;4,318;8,907;0,576;0,652;1,227;235;16.2%;57;25;1;2;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Jonathan Toews;CHI;30;F;82;35;46;81;40;2;21:00;16:00;3:16;1:44;25;9;1;5;2;32;14;0;10;4;57;23;1;15;6;28.4%;1,219;1,602;2,821;1,143;1,463;2,607;2,013;3,131;5,144;0,427;0,561;0,988;235;14.9%;42;44;1059;821;56.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Tyler Seguin;DAL;26;F;82;33;47;80;18;17;20:44;16:53;2:59;0:52;24;9;0;8;2;29;18;0;7;0;53;27;0;15;2;33.8%;1,164;1,657;2,821;1,04;1,256;2,296;2,204;4,408;6,612;0,402;0,573;0,976;334;9.9%;74;47;676;579;53.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Patrice Bergeron;BOS;33;F;65;32;47;79;30;23;18:28;13:30;3:15;1:41;19;9;4;3;1;26;18;3;9;2;45;27;7;12;3;34.2%;1,6;2,349;3,949;1,298;1,776;3,074;2,547;5,094;7,641;0,492;0,723;1,215;205;15.6%;43;60;786;603;56.59%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Elias Lindholm;CGY;24;F;81;27;51;78;20;30;20:02;14:32;3:11;2:17;17;9;1;5;0;31;17;3;6;1;48;26;4;11;1;33.3%;0,998;1,885;2,883;0,866;1,578;2,444;2,084;3,936;6,02;0,333;0,63;0,963;182;14.8%;82;39;509;428;54.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Matthew Tkachuk;CGY;21;F;80;34;43;77;62;14;17:35;14:22;3:11;0:02;23;11;0;2;0;30;13;0;8;1;53;24;0;10;1;31.2%;1,449;1,832;3,281;1,201;1,566;2,766;2,583;3,053;5,636;0,425;0,538;0,963;207;16.4%;104;13;6;7;46.15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ryan O'Reilly;STL;27;F;82;28;49;77;12;22;20:45;15:54;2:51;1:59;21;6;1;5;2;31;16;2;8;1;52;22;3;13;3;28.6%;0,987;1,727;2,714;0,966;1,426;2,392;1,538;4,1;5,638;0,341;0,598;0,939;234;12.0%;31;36;1086;824;56.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Alex DeBrincat;CHI;21;F;82;41;35;76;15;0;17:42;14:19;3:15;0:06;28;13;0;3;1;24;11;0;5;1;52;24;0;8;2;31.6%;1,695;1,447;3,142;1,431;1,226;2,657;2,912;2,464;5,377;0,5;0,427;0,927;220;18.6%;35;26;16;19;45.71%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Jake Guentzel;PIT;24;F;82;40;36;76;26;13;19:21;16:44;2:07;0:29;33;6;1;4;1;31;5;0;6;0;64;11;1;10;1;14.5%;1,513;1,361;2,874;1,443;1,355;2,798;2,068;1,723;3,791;0,488;0,439;0,927;227;17.6%;105;47;10;20;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Sean Couturier;PHI;26;F;80;33;43;76;34;2;22:07;16:42;3:06;2:18;24;8;1;5;1;34;9;0;7;2;58;17;1;12;3;22.4%;1,119;1,457;2,576;1,077;1,526;2,603;1,931;2,172;4,103;0,413;0,538;0,95;223;14.8%;40;60;755;568;57.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Teuvo Teräväinen;CAR;24;F;82;21;55;76;12;30;17:55;14:17;2:43;0:53;12;8;1;1;1;35;16;4;14;0;47;24;5;15;1;31.6%;0,858;2,246;3,104;0,614;1,791;2,405;2,146;4,291;6,437;0,256;0,671;0,927;167;12.6%;35;23;18;25;41.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Gabriel Landeskog;COL;26;F;73;34;41;75;51;17;21:08;16:45;4:05;0:17;24;10;0;9;0;24;17;0;3;1;48;27;0;12;1;36.0%;1,321;1,593;2,915;1,178;1,178;2,355;2,005;3,409;5,414;0,466;0,562;1,027;243;14.0%;120;64;361;333;52.02%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Tomas Hertl;SJS;25;F;77;35;39;74;18;5;19:01;14:29;2:52;1:39;23;11;1;5;1;34;4;1;4;2;57;15;2;9;3;20.3%;1,434;1,598;3,032;1,236;1,827;3,063;2,989;1,087;4,075;0,455;0,506;0,961;176;19.9%;53;64;609;574;51.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Mika Zibanejad;NYR;25;F;82;30;44;74;47;-12;20:33;15:43;2:50;1:59;17;11;2;5;0;32;12;0;7;0;49;23;2;12;0;31.1%;1,068;1,566;2,634;0,791;1,489;2,279;2,829;3,086;5,915;0,366;0,537;0,902;236;12.7%;134;66;831;842;49.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Nicklas Bäckström;WSH;31;F;80;22;52;74;30;2;19:57;15:19;3:41;0:55;15;7;0;5;1;34;18;0;8;0;49;25;0;13;1;33.8%;0,827;1,955;2,782;0,734;1,663;2,397;1,419;3,65;5,069;0,275;0,65;0,925;169;13.0%;54;30;700;739;48.64%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Mark Giordano;CGY;35;D;78;17;57;74;69;39;24:14;18:15;3:18;2:39;10;3;4;2;0;37;18;2;10;2;47;21;6;12;2;28.4%;0,539;1,809;2,348;0,421;1,559;1,98;0,697;4,182;4,879;0,218;0,731;0,949;221;7.7%;58;144;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Auston Matthews;TOR;21;F;68;37;36;73;12;-9;18:33;15:57;2:34;0:01;25;12;0;5;2;28;8;0;5;1;53;20;0;10;3;27.4%;1,759;1,712;3,471;1,382;1,548;2,931;4,123;2,748;6,871;0,544;0,529;1,074;251;14.7%;28;60;475;436;52.14%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Mark Stone;VGK;26;F;77;33;40;73;27;17;19:53;16:13;2:32;1:06;26;6;1;4;1;26;14;0;5;2;52;20;1;9;3;27.4%;1,293;1,567;2,861;1,248;1,248;2,496;1,841;4,297;6,138;0,429;0,519;0,948;199;16.6%;72;71;28;34;45.16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Dylan Larkin;DET;22;F;76;32;41;73;75;-6;21:50;18:04;2:27;1:18;23;7;2;4;4;32;8;1;6;2;55;15;3;10;6;20.5%;1,157;1,482;2,639;1,005;1,398;2,403;2,246;2,567;4,814;0,421;0,539;0,961;287;11.2%;80;38;865;722;54.51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;David Krejcí;BOS;32;F;81;20;53;73;16;7;17:40;15:15;2:15;0:10;14;6;0;4;1;43;10;0;9;3;57;16;0;13;4;21.9%;0,838;2,221;3,059;0,68;2,088;2,767;1,975;3,292;5,267;0,247;0,654;0,901;139;14.4%;28;24;530;565;48.40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Alexander Radulov;DAL;32;F;70;29;43;72;54;22;19:46;16:39;3:05;0:01;22;7;0;7;1;27;16;0;10;2;49;23;0;17;3;31.9%;1,256;1,863;3,12;1,132;1,39;2,522;1,936;4,425;6,361;0,414;0,614;1,029;209;13.9%;60;83;6;10;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Max Domi;MTL;23;F;82;28;44;72;80;20;17:22;14:45;2:34;0:03;24;4;0;2;0;37;7;0;6;3;61;11;0;8;3;15.3%;1,179;1,852;3,031;1,19;1,834;3,024;1,14;1,995;3,134;0,341;0,537;0,878;203;13.8%;53;39;447;549;44.88%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Evgeni Malkin;PIT;32;F;68;21;51;72;89;-25;18:48;15:21;3:24;0:02;12;9;0;5;0;34;17;0;12;3;46;26;0;17;3;36.1%;0,985;2,393;3,379;0,69;1,954;2,643;2,328;4,398;6,727;0,309;0,75;1,059;187;11.2%;54;33;381;453;45.68%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Evgeny Kuznetsov;WSH;26;F;76;21;51;72;50;7;18:47;14:54;3:39;0:13;13;8;0;3;2;36;15;0;10;1;49;23;0;13;3;31.9%;0,882;2,143;3,025;0,688;1,907;2,595;1,724;3,232;4,955;0,276;0,671;0,947;193;10.9%;46;20;396;627;38.71%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Morgan Rielly;TOR;24;D;82;20;52;72;14;24;23:07;19:26;2:36;1:04;17;3;0;5;2;34;18;0;9;1;51;21;0;14;3;29.2%;0,633;1,646;2,278;0,64;1,28;1,919;0,843;5,057;5,899;0,244;0,634;0,878;223;9.0%;61;114;0;1;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
