Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ryan Getzlaf;ANA;30;F;77;13;50;63;55;14;19:30;15:12;2:50;1:27;7;6;0;5;1;33;16;1;13;2;40;22;1;18;3;34.9%;0,519;1,997;2,517;0,359;1,692;2,05;1,645;4,387;6,032;0,169;0,649;0,818;178;7.3%;108;61;602;617;49.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Corey Perry;ANA;30;F;82;34;28;62;68;2;17:42;14:47;2:52;0:02;22;12;0;6;0;16;12;0;10;0;38;24;0;16;0;38.7%;1,405;1,157;2,562;1,089;0,792;1,881;3,055;3,055;6,11;0,415;0,341;0,756;215;15.8%;104;36;2;8;20.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Jeff Carter;LAK;30;F;77;24;38;62;20;18;18:23;14:26;2:17;1:39;19;4;1;6;3;29;8;1;6;2;48;12;2;12;5;19.4%;1,017;1,61;2,627;1,025;1,565;2,59;1,361;2,721;4,082;0,312;0,494;0,805;242;9.9%;89;39;598;630;48.70%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Brad Marchand;BOS;27;F;77;37;24;61;90;21;18:36;15:07;1:28;2:00;27;6;4;6;2;20;2;2;2;0;47;8;6;8;2;13.1%;1,55;1,005;2,555;1,392;1,031;2,422;3,163;1,054;4,217;0,481;0,312;0,792;250;14.8%;65;35;21;35;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Mark Scheifele;WPG;22;F;71;29;32;61;48;16;18:32;15:34;2:40;0:17;22;7;0;3;1;28;4;0;6;1;50;11;0;9;2;18.0%;1,321;1,458;2,779;1,194;1,519;2,713;2,206;1,261;3,467;0,408;0,451;0,859;194;15.0%;53;36;515;651;44.17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Daniel Sedin;VAN;35;F;82;28;33;61;36;7;18:20;14:36;3:16;0:27;20;8;0;6;1;21;11;1;3;0;41;19;1;9;1;31.1%;1,117;1,317;2,435;1,002;1,052;2,054;1,791;2,463;4,254;0,341;0,402;0,744;258;10.9%;20;19;5;14;26.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Mats Zuccarello;NYR;28;F;81;26;35;61;34;2;18:28;15:38;2:42;0:07;19;7;0;4;1;24;11;0;3;0;43;18;0;7;1;29.5%;1,042;1,403;2,446;0,899;1,136;2,036;1,916;3,01;4,926;0,321;0,432;0,753;166;15.7%;88;69;5;6;45.45%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Mark Stone;OTT;23;F;75;23;38;61;38;-4;20:06;15:54;2:59;1:13;17;5;1;1;1;26;10;2;6;1;43;15;3;7;2;24.6%;0,915;1,511;2,426;0,855;1,308;2,163;1,336;2,673;4,009;0,307;0,507;0,813;151;15.2%;55;54;8;11;42.11%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Roman Josi;NSH;25;D;81;14;47;61;43;-3;25:29;19:43;3:03;2:41;7;6;1;3;1;28;18;1;3;0;35;24;2;6;1;39.3%;0,407;1,366;1,773;0,263;1,052;1,315;1,45;4,349;5,798;0,173;0,58;0,753;198;7.1%;59;185;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Wayne Simmonds;PHI;27;F;81;32;28;60;147;-7;17:14;13:35;3:37;0:01;19;13;0;5;0;20;8;0;2;0;39;21;0;7;0;35.0%;1,375;1,203;2,579;1,036;1,091;2,126;2,659;1,636;4,295;0,395;0,346;0,741;229;14.0%;192;44;5;2;71.43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Ryan O'Reilly;BUF;24;F;71;21;39;60;8;-16;21:44;16:22;3:16;2:05;12;8;1;2;1;25;14;0;3;0;37;22;1;5;1;36.7%;0,816;1,516;2,333;0,619;1,29;1,909;2,069;3,621;5,69;0,296;0,549;0,845;157;13.4%;17;43;1024;788;56.51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Jussi Jokinen;FLA;32;F;81;18;42;60;42;25;18:17;13:24;2:36;2:16;12;5;1;1;0;34;7;1;6;1;46;12;2;7;1;20.0%;0,729;1,701;2,43;0,663;1,878;2,541;1,422;1,99;3,412;0,222;0,519;0,741;153;11.8%;43;50;135;127;51.53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Ryan Johansen;NSH;23;F;80;14;46;60;61;6;17:33;14:33;2:49;0:10;10;4;0;2;0;28;18;0;3;1;38;22;0;5;1;36.7%;0,598;1,964;2,562;0,515;1,442;1,957;1,063;4,783;5,846;0,175;0,575;0,75;185;7.6%;115;30;652;594;52.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Matt Duchene;COL;24;F;76;30;29;59;24;-8;18:35;15:35;2:48;0:11;22;8;0;6;0;22;7;0;2;1;44;15;0;8;1;25.4%;1,274;1,232;2,506;1,114;1,114;2,228;2,254;1,972;4,226;0,395;0,382;0,776;200;15.0%;41;37;428;311;57.92%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Mike Hoffman;OTT;26;F;78;29;30;59;18;1;17:32;15:03;2:26;0:02;20;9;0;3;1;26;4;0;8;1;46;13;0;11;2;22.0%;1,272;1,315;2,587;1,022;1,328;2,35;2,833;1,259;4,092;0,372;0,385;0,756;242;12.0%;22;29;8;10;44.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Aleksander Barkov;FLA;20;F;66;28;31;59;8;18;19:25;14:47;2:50;1:47;18;9;1;8;0;23;7;1;4;0;41;16;2;12;0;27.1%;1,31;1,45;2,76;1,106;1,413;2,519;2,879;2,239;5,118;0,424;0,47;0,894;171;16.4%;43;39;569;587;49.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Brayden Schenn;PHI;24;F;80;26;33;59;33;3;16:53;13:21;3:31;0:00;15;11;0;5;0;22;11;0;6;0;37;22;0;11;0;37.3%;1,154;1,465;2,619;0,842;1,235;2,078;2,338;2,338;4,677;0,325;0,413;0,738;178;14.6%;187;30;52;64;44.83%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Phil Kessel;PIT;28;F;82;26;33;59;18;9;18:22;14:50;3:30;0:01;22;4;0;5;1;20;13;0;8;2;42;17;0;13;3;28.8%;1,035;1,314;2,349;1,085;0,986;2,071;0,833;2,707;3,54;0,317;0,402;0,72;274;9.5%;9;13;2;3;40.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Jonathan Huberdeau;FLA;22;F;76;20;39;59;43;17;18:08;14:55;2:41;0:31;15;4;1;2;0;30;9;0;8;1;45;13;1;10;1;22.0%;0,87;1,697;2,567;0,794;1,587;2,381;1,171;2,635;3,805;0,263;0,513;0,776;174;11.5%;53;36;7;11;38.89%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
