Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Ilya Kovalchuk;NJD;26;F;76;41;44;85;53;10;22:02;16:33;5:24;0:04;29;12;0;4;1;29;15;0;3;0;58;27;0;7;1;31.8%;1,469;1,576;3,045;1,383;1,383;2,766;1,752;2,19;3,942;0,539;0,579;1,118;290;14.1%;30;20;7;23;23.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Daniel Sedin;VAN;29;F;63;29;56;85;28;36;19:08;15:25;3:26;0:16;21;8;0;8;1;43;13;0;5;1;64;21;0;13;2;24.7%;1,443;2,787;4,23;1,296;2,654;3,95;2,216;3,601;5,818;0,46;0,889;1,349;225;12.9%;8;3;11;22;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Alexander Semin;WSH;25;F;73;40;44;84;66;36;19:07;14:45;3:22;0:58;30;8;2;5;0;25;19;0;8;1;55;27;2;13;1;32.1%;1,719;1,891;3,61;1,671;1,392;3,063;1,944;4,616;6,56;0,548;0,603;1,151;278;14.4%;30;21;6;10;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Patrick Marleau;SJS;30;F;82;44;39;83;22;21;21:12;15:22;3:24;2:26;28;12;4;6;0;26;13;0;8;0;54;25;4;14;0;30.1%;1,518;1,345;2,863;1,333;1,238;2,571;2,582;2,797;5,379;0,537;0,476;1,012;274;16.1%;76;33;316;299;51.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Dany Heatley;SJS;28;F;82;39;43;82;54;14;20:13;16:00;3:21;0:51;20;18;1;9;1;31;12;0;7;0;51;30;1;16;1;36.6%;1,411;1,555;2,966;0,914;1,417;2,332;3,917;2,611;6,528;0,476;0,524;1;280;13.9%;81;35;14;21;40.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Zach Parise;NJD;25;F;81;38;44;82;32;24;19:46;16:06;3:06;0:33;28;9;1;5;1;27;17;0;13;1;55;26;1;18;2;31.7%;1,423;1,648;3,072;1,287;1,241;2,529;2,144;4,049;6,193;0,469;0,543;1,012;347;11.0%;108;34;18;30;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Anze Kopitar;LAK;22;F;82;34;47;81;16;6;21:47;16:19;3:52;1:35;19;14;1;2;0;23;24;0;6;0;42;38;1;8;0;46.9%;1,142;1,579;2,721;0,852;1,031;1,883;2,643;4,53;7,173;0,415;0,573;0,988;259;13.1%;80;51;602;609;49.71%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Paul Stastny;COL;24;F;81;20;59;79;50;2;21:23;15:59;3:47;1:37;11;9;0;2;0;43;16;0;6;1;54;25;0;8;1;31.6%;0,692;2,043;2,735;0,51;1,992;2,501;1,762;3,132;4,894;0,247;0,728;0,975;199;10.1%;42;53;851;852;49.97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Evgeni Malkin;PIT;23;F;67;28;49;77;100;-6;20:50;15:38;4:52;0:18;13;13;2;7;2;33;15;1;7;2;46;28;3;14;4;36.4%;1,203;2,105;3,308;0,744;1,889;2,632;2,384;2,751;5,135;0,418;0,731;1,149;268;10.5%;58;25;199;299;39.96%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Corey Perry;ANA;24;F;82;27;49;76;111;0;21:03;16:50;3:49;0:23;20;6;1;2;0;31;17;1;8;0;51;23;2;10;0;30.3%;0,938;1,702;2,64;0,869;1,346;2,215;1,148;3,254;4,402;0,329;0,598;0,927;270;10.0%;93;34;6;22;21.43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Mike Green;WSH;24;D;75;19;57;76;54;39;25:28;18:15;5:03;2:09;9;10;0;4;1;31;25;1;7;2;40;35;1;11;3;46.1%;0,596;1,789;2,386;0,394;1,358;1,752;1,58;3,949;5,529;0,253;0,76;1,013;205;9.3%;133;105;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Ryan Kesler;VAN;25;F;82;25;50;75;104;1;19:37;14:12;2:45;2:39;12;12;1;5;0;34;14;2;10;2;46;26;3;15;2;34.7%;0,932;1,864;2,796;0,618;1,751;2,369;3,183;3,713;6,896;0,305;0,61;0,915;214;11.7%;95;73;772;629;55.10%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Loui Eriksson;DAL;24;F;82;29;42;71;26;-4;19:45;14:51;3:12;1:41;21;6;2;4;0;35;6;1;7;1;56;12;3;11;1;16.9%;1,074;1,555;2,629;1,034;1,724;2,758;1,37;1,37;2,741;0,354;0,512;0,866;214;13.6%;31;48;4;7;36.36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Mikko Koivu;MIN;26;F;80;22;49;71;50;-2;20:44;15:06;3:27;2:10;13;8;1;2;0;29;20;0;9;1;42;28;1;11;1;39.4%;0,795;1,772;2,567;0,645;1,439;2,084;1,733;4,332;6,064;0,275;0,613;0,888;246;8.9%;50;52;864;654;56.92%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Daniel Alfredsson;OTT;37;F;70;20;51;71;22;8;19:39;13:54;3:45;2:00;15;4;1;5;0;21;27;3;8;2;36;31;4;13;2;43.7%;0,872;2,223;3,095;0,925;1,294;2,219;0,914;6,169;7,083;0,286;0,729;1,014;168;11.9%;42;36;14;26;35.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Eric Staal;CAR;25;F;70;29;41;70;68;4;20:42;15:40;4:12;0:50;16;13;0;5;0;31;10;0;6;2;47;23;0;11;2;32.9%;1,2;1,697;2,897;0,875;1,695;2,57;2,652;2,04;4,692;0,414;0,586;1;277;10.5%;75;18;486;676;41.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Pavel Datsyuk;DET;31;F;80;27;43;70;18;17;20:20;16:17;3:18;0:44;18;9;0;3;0;27;16;0;8;1;45;25;0;11;1;35.7%;0,995;1,585;2,58;0,828;1,243;2,071;2,041;3,629;5,67;0,338;0,538;0,875;203;13.3%;89;33;590;480;55.14%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Tomas Plekanec;MTL;27;F;82;25;45;70;50;5;19:57;14:35;2:38;2:44;21;3;1;4;2;24;21;0;10;3;45;24;1;14;5;34.3%;0,916;1,649;2,566;1,053;1,204;2,257;0,831;5,817;6,648;0,305;0,549;0,854;216;11.6%;51;63;791;824;48.98%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Vincent Lecavalier;TBL;29;F;82;24;46;70;63;-16;19:47;15:03;4:02;0:41;19;5;0;3;0;26;20;0;5;1;45;25;0;8;1;35.7%;0,887;1,701;2,588;0,923;1,264;2,187;0,905;3,621;4,526;0,293;0,561;0,854;295;8.1%;80;21;771;678;53.21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Henrik Zetterberg;DET;29;F;74;23;47;70;26;12;20:04;15:40;3:19;1:03;20;3;0;6;1;27;19;1;7;3;47;22;1;13;4;31.4%;0,929;1,899;2,828;1,034;1,396;2,431;0,732;4,634;5,366;0,311;0,635;0,946;309;7.4%;45;34;544;554;49.54%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Jarome Iginla;CGY;32;F;82;32;37;69;58;-2;20:36;17:02;3:31;0:02;22;10;0;5;1;26;11;0;8;0;48;21;0;13;1;30.4%;1,137;1,314;2,451;0,945;1,116;2,061;2,075;2,283;4,358;0,39;0,451;0,841;257;12.5%;87;36;152;171;47.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Derek Roy;BUF;26;F;80;26;43;69;48;9;19:22;14:27;3:11;1:43;15;10;1;6;3;28;15;0;7;1;43;25;1;13;4;36.2%;1,006;1,664;2,67;0,778;1,452;2,23;2,345;3,517;5,862;0,325;0,538;0,863;215;12.1%;27;47;617;608;50.37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Ryan Getzlaf;ANA;24;F;66;19;50;69;79;4;21:40;17:16;3:52;0:31;11;8;0;5;0;36;14;0;2;1;47;22;0;7;1;31.9%;0,797;2,097;2,894;0,579;1,894;2,473;1,877;3,286;5,163;0,288;0,758;1,045;149;12.8%;178;49;533;591;47.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Duncan Keith;CHI;26;D;82;14;55;69;51;21;26:35;20:48;2:48;2:58;10;3;1;1;0;38;13;4;10;1;48;16;5;11;1;23.2%;0,385;1,513;1,899;0,352;1,337;1,688;0,781;3,385;4,167;0,171;0,671;0,841;213;6.6%;46;143;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Jonathan Toews;CHI;21;F;76;25;43;68;47;22;20:00;15:28;2:59;1:32;15;9;1;3;0;27;13;3;10;1;42;22;4;13;1;32.4%;0,987;1,697;2,684;0,765;1,377;2,143;2,379;3,436;5,814;0,329;0,566;0,895;202;12.4%;56;33;801;596;57.34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Alexandre Burrows;VAN;28;F;82;35;32;67;121;34;17:51;14:03;1:25;2:22;26;4;5;3;0;28;2;2;9;1;54;6;7;12;1;9.0%;1,434;1,311;2,745;1,354;1,458;2,812;2,047;1,024;3,071;0,427;0,39;0,817;209;16.8%;97;54;14;20;41.18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Rick Nash;CBJ;25;F;76;33;34;67;58;-2;20:56;15:28;3:11;2:16;21;10;2;6;0;20;12;2;4;1;41;22;4;10;1;32.8%;1,244;1,282;2,526;1,072;1,021;2,092;2,476;2,971;5,447;0,434;0,447;0,882;254;13.0%;121;25;11;11;50.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Travis Zajac;NJD;24;F;82;25;42;67;24;22;20:12;15:32;2:52;1:48;19;6;0;4;1;26;15;1;8;1;45;21;1;12;2;31.3%;0,905;1,52;2,425;0,895;1,224;2,119;1,528;3,819;5,347;0,305;0,512;0,817;210;11.9%;64;29;726;647;52.88%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Nikolai Antropov;ATL;29;F;76;24;43;67;44;13;18:13;14:33;3:34;0:05;16;8;0;4;0;30;13;0;5;0;46;21;0;9;0;31.3%;1,039;1,862;2,902;0,868;1,627;2,495;1,764;2,867;4,631;0,316;0,566;0,882;126;19.1%;82;35;481;627;43.41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Patrick Sharp;CHI;28;F;82;25;41;66;28;24;18:07;14:12;2:47;1:06;19;4;2;4;1;28;12;1;5;0;47;16;3;9;1;24.2%;1,01;1,656;2,665;0,978;1,442;2,42;1,046;3,138;4,184;0,305;0,5;0,805;266;9.4%;45;24;241;225;51.72%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Jussi Jokinen;CAR;26;F;81;30;35;65;36;3;16:48;13:10;3:22;0:16;20;10;0;6;0;21;14;0;2;0;41;24;0;8;0;36.9%;1,322;1,542;2,863;1,125;1,181;2,306;2,195;3,073;5,267;0,37;0,432;0,802;160;18.8%;56;25;136;129;51.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Antoine Vermette;CBJ;27;F;82;27;38;65;32;2;20:08;14:58;2:38;2:31;19;6;2;1;0;32;6;0;3;0;51;12;2;4;0;18.5%;0,981;1,38;2,361;0,928;1,563;2,491;1,667;1,667;3,334;0,329;0,463;0,793;156;17.3%;91;40;852;721;54.16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Wojtek Wolski;PHX;23;F;80;23;42;65;27;21;18:44;14:49;3:15;0:39;21;2;0;5;0;34;8;0;2;0;55;10;0;7;0;15.4%;0,921;1,681;2,602;1,063;1,721;2,784;0,46;1,841;2,301;0,288;0,525;0,813;195;11.8%;33;29;16;20;44.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Tim Connolly;BUF;28;F;73;17;48;65;28;10;18:37;13:14;3:43;1:38;9;7;1;5;2;27;20;1;5;1;36;27;2;10;3;41.5%;0,751;2,119;2,87;0,559;1,676;2,234;1,543;4,408;5,951;0,233;0,658;0,89;206;8.3%;23;46;358;406;46.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Bobby Ryan;ANA;22;F;81;35;29;64;81;9;18:29;15:24;2:52;0:12;24;11;0;3;0;19;10;0;4;1;43;21;0;7;1;32.8%;1,402;1,162;2,564;1,154;0,913;2,067;2,839;2,581;5,419;0,432;0,358;0,79;258;13.6%;127;17;41;52;44.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Chris Stewart;COL;22;F;77;28;36;64;73;4;16:41;14:03;2:35;0:02;25;3;0;5;0;26;10;0;4;0;51;13;0;9;0;20.3%;1,307;1,68;2,987;1,386;1,441;2,827;0,9;2,999;3,898;0,364;0,468;0,831;221;12.7%;100;11;3;5;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Dustin Penner;EDM;27;F;82;32;31;63;38;6;18:22;14:04;3:02;1:15;23;9;0;1;0;23;8;0;4;1;46;17;0;5;1;27.0%;1,274;1,234;2,508;1,195;1,195;2,391;2,165;1,925;4,09;0,39;0,378;0,768;203;15.8%;55;43;201;220;47.74%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Kristian Huselius;CBJ;31;F;74;23;40;63;36;-4;18:23;14:39;3:24;0:19;14;8;1;5;0;25;15;0;4;0;39;23;1;9;0;36.5%;1,014;1,763;2,777;0,774;1,383;2,157;1,906;3,573;5,478;0,311;0,541;0,851;162;14.2%;15;16;4;10;28.57%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Mike Richards;PHI;24;F;82;31;31;62;79;-2;20:24;14:58;3:16;2:09;17;13;1;3;0;12;18;1;3;0;29;31;2;6;0;50.0%;1,112;1,112;2,223;0,83;0,586;1,417;2,909;4,027;6,936;0,378;0,378;0,756;237;13.1%;145;64;696;677;50.69%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Jason Pominville;BUF;27;F;82;24;38;62;22;13;18:44;13:17;3:43;1:44;16;8;0;2;0;26;12;0;7;1;42;20;0;9;1;32.3%;0,937;1,483;2,42;0,881;1,431;2,312;1,574;2,361;3,936;0,293;0,463;0,756;252;9.5%;45;41;42;78;35.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
