Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Nick Foligno;CBJ;27;F;79;31;42;73;50;16;18:49;14:57;2:31;1:20;20;11;0;3;1;27;15;0;9;1;47;26;0;12;2;35.6%;1,25;1,694;2,944;1,016;1,371;2,387;3,303;4,504;7,807;0,392;0,532;0,924;182;17.0%;193;52;125;138;47.53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Claude Giroux;PHI;26;F;81;25;48;73;36;-3;20:33;16:29;3:18;0:45;11;14;0;4;2;25;23;0;4;1;36;37;0;8;3;50.7%;0,9;1,729;2,629;0,494;1,122;1,616;3,139;5,157;8,296;0,309;0,593;0,901;279;9.0%;110;28;1063;815;56.60%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Henrik Sedin;VAN;34;F;82;18;55;73;22;11;18:36;14:48;2:58;0:49;13;5;0;0;0;35;20;0;18;5;48;25;0;18;5;34.2%;0,708;2,162;2,87;0,642;1,728;2,37;1,229;4,914;6,143;0,22;0,671;0,89;101;17.8%;25;24;704;861;44.98%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Steven Stamkos;TBL;24;F;82;43;29;72;49;2;19:22;15:36;3:33;0:12;30;13;0;6;0;17;12;0;6;0;47;25;0;12;0;34.7%;1,625;1,096;2,72;1,406;0,797;2,203;2,679;2,473;5,152;0,524;0,354;0,878;268;16.0%;91;35;469;474;49.73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Tyler Johnson;TBL;24;F;77;29;43;72;24;33;17:14;13:13;2:14;1:45;21;8;0;6;2;34;9;0;7;1;55;17;0;13;3;23.6%;1,311;1,944;3,255;1,237;2,002;3,239;2,773;3,12;5,893;0,377;0,558;0,935;203;14.3%;64;36;537;566;48.69%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Ryan Johansen;CBJ;22;F;82;26;45;71;40;-6;19:30;15:17;2:52;1:20;17;7;2;0;0;26;19;0;10;3;43;26;2;10;3;36.6%;0,975;1,688;2,664;0,813;1,244;2,057;1,785;4,846;6,631;0,317;0,549;0,866;202;12.9%;84;33;851;787;51.95%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Joe Pavelski;SJS;30;F;82;37;33;70;29;12;20:07;15:18;3:16;1:32;18;19;0;5;0;21;12;0;3;1;39;31;0;8;1;44.3%;1,345;1,2;2,545;0,86;1,003;1,863;4,246;2,682;6,927;0,451;0,402;0,854;261;14.2%;97;86;642;505;55.97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Evgeni Malkin;PIT;28;F;69;28;42;70;60;-2;18:58;15:14;3:38;0:05;19;9;0;4;1;25;17;0;10;2;44;26;0;14;3;37.1%;1,283;1,925;3,208;1,084;1,426;2,51;2,149;4,059;6,208;0,406;0,609;1,014;212;13.2%;24;18;322;433;42.65%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Ryan Getzlaf;ANA;29;F;77;25;45;70;62;15;20:05;15:21;3:02;1:42;22;3;0;6;2;33;10;2;7;3;55;13;2;13;5;18.6%;0,969;1,745;2,714;1,117;1,675;2,792;0,769;2,564;3,333;0,325;0,584;0,909;191;13.1%;100;95;632;617;50.60%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Rick Nash;NYR;30;F;79;42;27;69;36;29;17:27;13:25;2:41;1:20;32;6;4;8;0;20;6;1;4;0;52;12;5;12;0;17.4%;1,828;1,175;3,003;1,81;1,131;2,942;1,698;1,698;3,396;0,532;0,342;0,873;304;13.8%;45;33;2;2;50.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Max Pacioretty;MTL;26;F;80;37;30;67;32;38;19:23;15:15;2:34;1:33;27;7;3;10;2;24;4;2;6;1;51;11;5;16;3;16.4%;1,431;1,16;2,591;1,328;1,18;2,508;2,035;1,163;3,198;0,463;0,375;0,838;302;12.3%;106;38;2;7;22.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Logan Couture;SJS;25;F;82;27;40;67;12;-6;19:04;14:23;3:12;1:27;19;6;2;4;0;22;18;0;10;1;41;24;2;14;1;35.8%;1,036;1,535;2,57;0,966;1,118;2,084;1,366;4,097;5,462;0,329;0,488;0,817;263;10.3%;85;71;477;513;48.18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Jonathan Toews;CHI;26;F;81;28;38;66;36;30;19:33;14:47;3:22;1:22;20;6;2;7;1;26;11;1;5;0;46;17;3;12;1;25.8%;1,06;1,439;2,499;1,001;1,301;2,303;1,314;2,409;3,723;0,346;0,469;0,815;192;14.6%;56;16;947;728;56.54%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Erik Karlsson;OTT;24;D;82;21;45;66;42;7;27:15;21:53;4:48;0:33;15;6;0;3;1;21;24;0;13;3;36;30;0;16;4;45.5%;0,564;1,208;1,772;0,501;0,702;1,203;0,914;3,657;4,572;0,256;0,549;0,805;292;7.2%;93;89;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Henrik Zetterberg;DET;34;F;77;17;49;66;32;-6;19:06;15:47;3:13;0:05;13;4;0;3;1;25;24;0;10;2;38;28;0;13;3;42.4%;0,693;1,998;2,691;0,641;1,233;1,874;0,966;5,798;6,765;0,221;0,636;0,857;227;7.5%;55;26;541;523;50.85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Nikita Kucherov;TBL;21;F;82;29;36;65;37;38;14:57;12:43;2:12;0:01;27;2;0;2;0;23;13;0;5;1;50;15;0;7;1;23.1%;1,419;1,762;3,181;1,554;1,323;2,877;0,663;4,309;4,972;0,354;0,439;0,793;191;15.2%;65;28;0;2;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Pavel Datsyuk;DET;36;F;63;26;39;65;8;12;19:03;16:04;2:52;0:06;18;8;0;5;1;23;16;0;9;2;41;24;0;14;3;36.9%;1,3;1,95;3,249;1,066;1,363;2,429;2,654;5,308;7,962;0,413;0,619;1,032;165;15.8%;51;28;601;521;53.57%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Joe Thornton;SJS;35;F;78;16;49;65;30;-4;18:25;14:54;3:08;0:22;12;4;0;0;0;31;18;0;6;0;43;22;0;6;0;33.8%;0,668;2,046;2,714;0,619;1,6;2,219;0,978;4,401;5,379;0,205;0,628;0,833;131;12.2%;39;26;554;401;58.01%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Patrick Kane;CHI;26;F;61;27;37;64;10;10;19:51;16:07;3:40;0:02;21;6;0;5;0;21;16;0;6;1;42;22;0;11;1;34.4%;1,338;1,833;3,171;1,28;1,28;2,561;1,605;4,279;5,884;0,443;0,607;1,049;186;14.5%;22;14;3;4;42.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Mark Stone;OTT;22;F;80;26;38;64;14;21;17:01;13:13;2:23;1:23;20;5;1;6;2;30;8;0;10;1;50;13;1;16;3;20.3%;1,146;1,674;2,82;1,134;1,7;2,834;1,567;2,507;4,073;0,325;0,475;0,8;157;16.6%;49;53;7;11;38.89%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Alexander Steen;STL;30;F;74;24;40;64;33;8;19:58;14:55;3:17;1:45;16;8;0;5;1;24;16;0;6;0;40;24;0;11;1;37.5%;0,974;1,623;2,597;0,869;1,303;2,172;1,966;3,933;5,899;0,324;0,541;0,865;223;10.8%;32;37;218;215;50.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Johnny Gaudreau;CGY;21;F;80;24;40;64;14;11;17:43;14:54;2:48;0:00;16;8;0;4;0;27;13;0;8;2;43;21;0;12;2;32.8%;1,016;1,693;2,709;0,805;1,358;2,163;2,14;3,478;5,618;0,3;0,5;0,8;167;14.4%;14;27;3;5;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Kyle Turris;OTT;25;F;82;24;40;64;36;5;19:12;15:27;3:01;0:44;19;4;1;6;1;28;12;0;8;3;47;16;1;14;4;25.0%;0,914;1,523;2,437;0,9;1,326;2,226;0,966;2,897;3,863;0,293;0,488;0,78;215;11.2%;48;40;737;735;50.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Anze Kopitar;LAK;27;F;79;16;48;64;10;-2;19:23;14:52;2:50;1:40;10;6;0;4;0;30;18;0;11;0;40;24;0;15;0;37.5%;0,627;1,88;2,507;0,511;1,532;2,043;1,604;4,813;6,418;0,203;0,608;0,81;134;11.9%;105;46;752;678;52.59%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Radim Vrbata;VAN;33;F;79;31;32;63;20;6;16:36;13:36;2:54;0:05;19;12;0;7;0;21;11;0;6;1;40;23;0;13;1;36.5%;1,417;1,463;2,88;1,06;1,172;2,232;3,126;2,865;5,991;0,392;0,405;0,797;267;11.6%;44;25;5;4;55.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Jaden Schwartz;STL;22;F;75;28;35;63;16;13;18:14;14:46;2:20;1:07;20;8;0;4;1;25;8;2;4;0;45;16;2;8;1;25.4%;1,228;1,535;2,762;1,083;1,354;2,437;2,731;2,731;5,462;0,373;0,467;0,84;184;15.2%;54;46;68;78;46.58%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Filip Forsberg;NSH;20;F;82;26;37;63;24;15;17:19;14:28;2:49;0:01;20;6;0;6;2;24;13;0;9;1;44;19;0;15;3;30.2%;1,098;1,562;2,66;1,011;1,213;2,224;1,55;3,358;4,909;0,317;0,451;0,768;237;11.0%;108;28;3;4;42.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Jordan Eberle;EDM;24;F;81;24;39;63;24;-16;19:02;16:20;2:37;0:04;18;6;0;2;0;24;15;0;3;0;42;21;0;5;0;33.3%;0,934;1,517;2,451;0,816;1,088;1,904;1,695;4,237;5,932;0,296;0,481;0,778;183;13.1%;62;36;1;5;16.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Ondrej Palat;TBL;23;F;75;16;47;63;24;31;17:25;13:18;2:20;1:46;12;3;1;5;1;38;8;1;7;1;50;11;2;12;2;17.5%;0,734;2,157;2,891;0,721;2,283;3,004;1,025;2,732;3,757;0,213;0,627;0,84;139;11.5%;124;50;10;25;28.57%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Zach Parise;MIN;30;F;74;33;29;62;41;21;19:11;15:29;3:17;0:24;22;11;0;3;0;24;5;0;9;2;46;16;0;12;2;25.8%;1,394;1,225;2,62;1,152;1,256;2,408;2,705;1,23;3,935;0,446;0,392;0,838;259;12.7%;86;56;2;10;16.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Sean Monahan;CGY;20;F;81;31;31;62;12;8;19:37;15:56;2:50;0:50;20;10;1;8;3;21;9;1;5;1;41;19;2;13;4;30.6%;1,17;1,17;2,341;0,929;0,975;1,904;2,614;2,353;4,967;0,383;0,383;0,765;191;16.2%;39;42;902;928;49.29%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Jeff Carter;LAK;29;F;82;28;34;62;28;7;17:58;13:47;2:46;1:24;17;10;1;5;0;28;5;1;8;0;45;15;2;13;0;24.2%;1,14;1,384;2,524;0,902;1,486;2,388;2,637;1,318;3,955;0,341;0,415;0,756;218;12.8%;76;33;627;566;52.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Andrew Ladd;WPG;29;F;81;24;38;62;72;9;20:04;15:04;3:12;1:47;15;9;0;6;1;27;10;1;6;1;42;19;1;12;2;30.6%;0,886;1,402;2,288;0,737;1,327;2,064;2,079;2,31;4,389;0,296;0,469;0,765;224;10.7%;212;38;7;13;35.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Jason Spezza;DAL;31;F;82;17;45;62;28;-7;17:13;13:30;3:39;0:03;13;4;0;1;0;23;22;0;5;1;36;26;0;6;1;41.9%;0,722;1,912;2,634;0,704;1,246;1,95;0,8;4,401;5,201;0,207;0,549;0,756;204;8.3%;16;26;682;580;54.04%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Mike Ribeiro;NSH;34;F;82;15;47;62;52;11;18:44;15:48;2:54;0:01;14;1;0;3;0;36;11;0;10;3;50;12;0;13;3;19.4%;0,585;1,835;2,42;0,648;1,666;2,314;0,252;2,768;3,019;0,183;0,573;0,756;96;15.6%;42;19;582;766;43.18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Blake Wheeler;WPG;28;F;79;26;35;61;73;26;19:39;14:40;3:15;1:44;20;2;4;6;0;24;10;1;3;0;44;12;5;9;0;19.7%;1,004;1,352;2,356;1,035;1,242;2,278;0,467;2,334;2,801;0,329;0,443;0,772;244;10.7%;128;54;22;26;45.83%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Phil Kessel;TOR;27;F;82;25;36;61;30;-34;18:47;15:05;3:41;0:00;17;8;0;4;1;19;17;0;5;1;36;25;0;9;2;41.0%;0,973;1,402;2,375;0,824;0,921;1,746;1,585;3,367;4,952;0,305;0,439;0,744;280;8.9%;18;13;2;3;40.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Marian Hossa;CHI;35;F;82;22;39;61;32;17;18:33;14:32;2:28;1:31;15;6;1;2;0;28;11;0;9;0;43;17;1;11;0;27.9%;0,868;1,538;2,406;0,755;1,409;2,163;1,77;3,246;5,016;0,268;0,476;0,744;247;8.9%;62;26;4;3;57.14%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Scott Hartnell;CBJ;32;F;77;28;32;60;100;1;17:17;14:34;2:39;0:03;20;8;0;2;0;24;8;0;4;0;44;16;0;6;0;26.7%;1,261;1,442;2,703;1,069;1,283;2,351;2,342;2,342;4,684;0,364;0,416;0,779;204;13.7%;160;38;7;7;50.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Tomas Plekanec;MTL;32;F;82;26;34;60;46;8;19:09;15:02;2:11;1:55;16;7;3;5;0;24;9;1;5;1;40;16;4;10;1;26.7%;0,993;1,299;2,292;0,778;1,167;1,945;2,339;3,007;5,346;0,317;0,415;0,732;248;10.5%;47;55;777;780;49.90%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
