Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Mathew Barzal;NYI;20;F;82;22;63;85;30;1;17:45;14:33;3:10;0:01;17;5;0;4;1;41;22;0;10;2;58;27;0;14;3;31.8%;0,907;2,596;3,503;0,854;2,06;2,914;1,155;5,083;6,238;0,268;0,768;1,037;170;12.9%;21;31;355;479;42.57%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Jakub Vorácek;PHI;28;F;82;20;65;85;50;10;19:27;15:57;3:29;0:01;15;5;0;3;1;35;30;0;12;2;50;35;0;15;3;41.2%;0,752;2,444;3,197;0,688;1,605;2,293;1,05;6,3;7,35;0,244;0,793;1,037;228;8.8%;23;32;15;19;44.12%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;John Tavares;NYI;27;F;82;37;47;84;26;-12;19:55;15:12;3:09;1:33;23;12;2;3;2;28;18;1;5;3;51;30;3;8;5;35.7%;1,359;1,726;3,085;1,107;1,347;2,454;2,775;4,162;6,936;0,451;0,573;1,024;257;14.4%;30;34;913;813;52.90%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Mikko Rantanen;COL;21;F;81;29;55;84;34;0;18:57;15:13;3:42;0:01;17;12;0;3;0;32;23;0;11;2;49;35;0;14;2;41.7%;1,133;2,149;3,282;0,827;1,557;2,383;2,395;4,59;6,984;0,358;0,679;1,037;178;16.3%;32;40;60;57;51.28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Johnny Gaudreau;CGY;24;F;80;24;60;84;26;2;19:25;15:51;3:31;0:01;21;3;0;4;0;39;21;0;15;3;60;24;0;19;3;28.6%;0,927;2,316;3,243;0,993;1,844;2,836;0,637;4,46;5,097;0,3;0,75;1,05;227;10.6%;16;18;1;4;20.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Evgeny Kuznetsov;WSH;25;F;79;27;56;83;48;3;18:48;15:20;3:24;0:03;19;7;1;8;2;33;23;0;8;1;52;30;1;16;3;36.1%;1,09;2,261;3,351;0,94;1,633;2,574;1,559;5,122;6,681;0,342;0,709;1,051;187;14.4%;50;26;450;568;44.20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Artemi Panarin;CBJ;26;F;81;27;55;82;26;23;20:07;17:09;2:56;0:01;20;7;0;5;1;41;14;0;10;2;61;21;0;15;3;25.6%;0,993;2,024;3,017;0,863;1,77;2,634;1,759;3,519;5,278;0,333;0,679;1,012;228;11.8%;15;19;0;7;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;David Pastrnak;BOS;21;F;82;35;45;80;37;10;17:59;14:51;3:05;0:01;22;13;0;5;0;32;13;0;9;0;54;26;0;14;0;32.5%;1,424;1,831;3,255;1,083;1,575;2,658;3,082;3,082;6,164;0,427;0,549;0,976;246;14.2%;55;31;5;20;20.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Jamie Benn;DAL;28;F;82;36;43;79;54;20;19:49;15:22;3:02;1:23;26;9;1;7;1;29;13;1;7;1;55;22;2;14;2;27.8%;1,329;1,587;2,916;1,237;1,379;2,616;2,168;3,131;5,299;0,439;0,524;0,963;241;14.9%;140;62;381;345;52.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;William Karlsson;VGK;24;F;82;43;35;78;12;49;18:43;14:40;2:24;1:39;31;8;4;6;1;26;8;1;6;1;57;16;5;12;2;20.5%;1,681;1,368;3,049;1,545;1,296;2,841;2,432;2,432;4,865;0,524;0,427;0,951;184;23.4%;48;45;402;435;48.03%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Tyler Seguin;DAL;25;F;82;40;38;78;43;12;20:54;16:12;3:08;1:33;25;14;1;6;1;26;11;1;8;3;51;25;2;14;4;32.1%;1,399;1,329;2,729;1,129;1,174;2,303;3,262;2,563;5,826;0,488;0,463;0,951;335;11.9%;74;44;790;650;54.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Aleksander Barkov;FLA;22;F;79;27;51;78;14;9;22:04;16:56;3:22;1:45;17;5;5;3;0;39;12;0;8;1;56;17;5;11;1;21.8%;0,929;1,755;2,684;0,762;1,749;2,511;1,123;2,695;3,818;0,342;0,646;0,987;256;10.6%;30;67;908;789;53.51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Eric Staal;MIN;33;F;82;42;34;76;42;8;17:48;14:33;2:10;1:04;29;11;2;4;0;27;6;1;3;0;56;17;3;7;0;22.4%;1,725;1,397;3,122;1,457;1,357;2,814;3,687;2,011;5,698;0,512;0,415;0,927;241;17.4%;42;49;571;544;51.21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Sean Couturier;PHI;25;F;82;31;45;76;31;34;21:35;16:28;3:13;1:53;24;7;0;6;2;38;7;0;10;3;62;14;0;16;5;18.4%;1,051;1,525;2,576;1,066;1,687;2,753;1,588;1,588;3,175;0,378;0,549;0,927;227;13.7%;74;44;529;472;52.85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Patrick Kane;CHI;29;F;82;27;49;76;32;-20;20:11;16:42;3:23;0:04;22;5;0;4;2;32;17;0;10;2;54;22;0;14;4;28.9%;0,979;1,776;2,755;0,964;1,401;2,365;1,076;3,66;4,736;0,329;0,598;0,927;285;9.5%;18;14;7;11;38.89%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Vincent Trocheck;FLA;24;F;82;31;44;75;54;-9;21:21;16:03;3:28;1:48;15;13;3;5;0;29;14;1;3;0;44;27;4;8;0;36.0%;1,062;1,507;2,569;0,683;1,321;2,004;2,735;2,945;5,68;0,378;0,537;0,915;287;10.8%;145;55;853;724;54.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Jonathan Marchessault;VGK;27;F;77;27;48;75;40;36;17:31;15:02;2:27;0:01;21;6;0;6;2;38;10;0;8;1;59;16;0;14;3;21.3%;1,201;2,135;3,336;1,088;1,97;3,058;1,903;3,171;5,074;0,351;0,623;0,974;268;10.1%;99;26;264;343;43.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Alexander Radulov;DAL;31;F;82;27;45;72;72;4;20:07;16:47;3:18;0:01;20;7;0;4;2;29;16;0;7;0;49;23;0;11;2;31.9%;0,982;1,636;2,617;0,872;1,264;2,136;1,55;3,542;5,092;0,329;0,549;0,878;217;12.4%;77;64;6;4;60.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Nicklas Bäckström;WSH;30;F;81;21;50;71;46;5;19:39;15:15;3:28;0:54;14;7;0;4;1;31;19;0;8;2;45;26;0;12;3;36.6%;0,791;1,884;2,675;0,679;1,505;2,184;1,489;4,042;5,531;0,259;0,617;0,877;165;12.7%;37;51;702;669;51.20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Joshua Bailey;NYI;28;F;76;18;53;71;17;-20;17:53;14:36;3:00;0:15;13;5;0;3;1;27;26;0;3;1;40;31;0;6;2;43.7%;0,795;2,34;3,134;0,702;1,459;2,161;1,311;6,817;8,128;0,237;0,697;0,934;151;11.9%;12;33;11;39;22.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Patrik Laine;WPG;19;F;82;44;26;70;24;8;16:28;13:27;3:00;0:00;24;20;0;8;0;15;11;0;4;0;39;31;0;12;0;44.3%;1,954;1,155;3,109;1,304;0,815;2,119;4,874;2,681;7,555;0,537;0,317;0,854;241;18.3%;74;43;11;32;25.58%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Brayden Schenn;STL;26;F;82;28;42;70;56;10;19:43;15:58;3:12;0:32;20;8;0;8;2;31;11;0;10;2;51;19;0;18;4;27.1%;1,039;1,558;2,597;0,916;1,42;2,336;1,825;2,51;4,335;0,341;0,512;0,854;210;13.3%;154;37;660;714;48.03%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Leon Draisaitl;EDM;22;F;78;25;45;70;30;-7;19:17;15:27;2:49;1:00;16;6;3;1;1;39;5;1;11;4;55;11;4;12;5;15.7%;0,996;1,794;2,79;0,796;1,94;2,736;1,634;1,362;2,995;0,321;0,577;0,897;194;12.9%;40;24;672;526;56.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Rickard Rakell;ANA;24;F;77;34;35;69;14;6;19:25;16:34;2:43;0:06;26;8;0;3;1;25;10;0;9;1;51;18;0;12;2;26.1%;1,364;1,405;2,769;1,222;1,175;2,397;2,287;2,858;5,145;0,442;0,455;0,896;230;14.8%;115;30;105;121;46.46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Jonathan Huberdeau;FLA;24;F;82;27;42;69;32;-2;19:12;15:42;3:23;0:05;20;7;0;4;0;30;12;0;7;1;50;19;0;11;1;27.5%;1,029;1,6;2,629;0,931;1,397;2,328;1,511;2,59;4,1;0,329;0,512;0,841;204;13.2%;41;42;21;23;47.73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Mitchell Marner;TOR;20;F;82;22;47;69;26;-1;16:23;14:09;2:11;0:02;14;8;0;2;0;28;19;0;7;1;42;27;0;9;1;39.1%;0,982;2,098;3,08;0,724;1,447;2,171;2,667;6,334;9,001;0,268;0,573;0,841;194;11.3%;31;25;50;45;52.63%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;John Carlson;WSH;27;D;82;15;53;68;32;0;24:47;18:29;3:40;2:37;11;4;0;4;1;25;28;0;12;3;36;32;0;16;4;47.1%;0,443;1,565;2,008;0,435;0,989;1,425;0,797;5,582;6,38;0,183;0,646;0,829;237;6.3%;47;146;0;1;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Mikael Granlund;MIN;25;F;77;21;46;67;18;13;18:46;14:21;2:29;1:54;13;7;1;2;0;32;12;2;10;0;45;19;3;12;0;28.4%;0,872;1,909;2,781;0,705;1,736;2,441;2,184;3,744;5,928;0,273;0,597;0,87;193;10.9%;47;45;69;56;55.20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Brent Burns;SJS;32;D;82;12;55;67;46;-16;25:14;20:03;3:40;1:30;7;5;0;2;1;32;22;1;3;0;39;27;1;5;1;40.3%;0,348;1,594;1,942;0,255;1,167;1,423;0,995;4,38;5,375;0,146;0,671;0,817;332;3.6%;79;136;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;John Klingberg;DAL;25;D;82;8;59;67;26;10;24:04;19:18;3:38;1:07;7;1;0;3;0;37;22;0;12;3;44;23;0;15;3;34.3%;0,243;1,793;2,036;0,265;1,402;1,668;0,201;4,426;4,628;0,098;0,72;0,817;204;3.9%;44;109;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Vladimir Tarasenko;STL;26;F;80;33;33;66;17;15;19:03;15:31;3:24;0:08;27;6;0;5;2;23;10;0;4;0;50;16;0;9;2;24.2%;1,298;1,298;2,597;1,305;1,111;2,416;1,321;2,202;3,523;0,413;0,413;0,825;306;10.8%;89;37;1;3;25.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Brayden Point;TBL;21;F;82;32;34;66;24;18;19:38;15:18;2:19;2:00;24;5;3;12;4;26;6;2;3;0;50;11;5;15;4;16.7%;1,192;1,267;2,459;1,147;1,242;2,389;1,576;1,892;3,468;0,39;0,415;0,805;217;14.8%;26;57;557;617;47.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Joe Pavelski;SJS;33;F;82;22;44;66;41;0;19:15;15:46;3:11;0:17;15;7;0;1;0;28;16;0;7;2;43;23;0;8;2;34.8%;0,836;1,671;2,507;0,695;1,298;1,994;1,604;3,667;5,271;0,268;0,537;0,805;224;9.8%;93;70;500;411;54.88%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;David Perron;VGK;29;F;70;16;50;66;50;1;17:47;15:03;2:31;0:12;15;1;0;4;3;33;17;0;10;1;48;18;0;14;4;27.3%;0,771;2,409;3,18;0,853;1,878;2,731;0,34;5,776;6,116;0,229;0,714;0,943;125;12.8%;118;20;96;142;40.34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Sebastian Aho;CAR;20;F;78;29;36;65;24;4;17:55;15:12;2:40;0:02;21;8;0;4;0;28;8;0;8;1;49;16;0;12;1;24.6%;1,245;1,545;2,79;1,062;1,416;2,479;2,3;2,3;4,601;0,372;0,462;0,833;200;14.5%;65;17;78;94;45.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Evgeny Dadonov;FLA;28;F;74;28;37;65;8;10;18:41;15:22;3:19;0:00;22;6;0;6;0;30;7;0;9;0;52;13;0;15;0;20.0%;1,214;1,604;2,819;1,16;1,582;2,742;1,466;1,711;3,177;0,378;0,5;0,878;188;14.9%;27;33;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Clayton Keller;ARI;19;F;82;23;42;65;24;-7;18:05;14:55;3:01;0:08;17;6;0;3;2;27;14;1;10;1;44;20;1;13;3;30.8%;0,93;1,699;2,63;0,833;1,323;2,157;1,454;3,393;4,847;0,28;0,512;0,793;212;10.9%;7;28;37;41;47.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
