Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Nicklas Bäckström;WSH;26;F;82;18;61;79;54;-20;19:48;15:09;3:40;0:58;11;6;1;1;0;23;38;0;14;1;34;44;1;15;1;55.7%;0,665;2,254;2,919;0,531;1,11;1,641;1,196;7,572;8,768;0,22;0,744;0,963;196;9.2%;89;54;714;701;50.46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Patrick Sharp;CHI;32;F;82;34;44;78;40;13;18:53;15:35;3:15;0:02;24;10;0;3;1;29;15;0;10;0;53;25;0;13;1;32.1%;1,317;1,705;3,022;1,126;1,361;2,487;2,251;3,376;5,627;0,415;0,537;0,951;313;10.9%;55;27;83;69;54.61%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Joe Thornton;SJS;34;F;82;11;65;76;32;20;18:55;14:54;3:40;0:20;9;2;0;3;1;47;17;1;10;1;56;19;1;13;2;25.0%;0,425;2,512;2,937;0,442;2,306;2,748;0,398;3,382;3,78;0,134;0,793;0,927;122;9.0%;54;34;617;482;56.14%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Erik Karlsson;OTT;23;D;82;20;54;74;36;-15;27:04;21:28;4:05;1:30;15;5;0;1;0;28;26;0;8;1;43;31;0;9;1;41.9%;0,541;1,459;2;0,511;0,954;1,465;0,894;4,65;5,545;0,244;0,659;0,902;257;7.8%;122;101;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Evgeni Malkin;PIT;27;F;60;23;49;72;62;10;20:03;15:27;4:34;0:01;16;7;0;3;0;26;23;0;9;2;42;30;0;12;2;41.7%;1,146;2,442;3,589;1,035;1,682;2,716;1,53;5,028;6,558;0,383;0,817;1,2;191;12.0%;27;18;303;318;48.79%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Patrick Marleau;SJS;34;F;82;33;37;70;18;0;20:31;15:15;3:36;1:38;20;11;2;4;0;25;12;0;3;0;45;23;2;7;0;32.9%;1,177;1,319;2,496;0,959;1,199;2,157;2,227;2,43;4,657;0,402;0,451;0,854;285;11.6%;85;29;163;145;52.92%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Anze Kopitar;LAK;26;F;82;29;41;70;24;34;20:53;15:28;3:23;2:00;19;10;0;9;2;28;13;0;8;1;47;23;0;17;3;32.9%;1,016;1,436;2,452;0,898;1,323;2,222;2,154;2,801;4,955;0,354;0,5;0,854;200;14.5%;90;44;773;678;53.27%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Matt Duchene;COL;22;F;71;23;47;70;19;8;18:29;15:29;2:43;0:15;18;5;0;6;1;35;12;0;10;3;53;17;0;16;4;24.3%;1,051;2,147;3,198;0,981;1,908;2,89;1,547;3,712;5,259;0,324;0,662;0,986;217;10.6%;53;44;532;526;50.28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Martin St. Louis;NYR;38;F;81;30;39;69;10;13;20:56;16:27;3:18;1:09;20;9;1;5;1;26;12;1;5;0;46;21;2;10;1;30.4%;1,061;1,38;2,441;0,9;1,17;2,07;2,01;2,68;4,69;0,37;0,481;0,852;204;14.7%;24;38;68;99;40.72%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Patrick Kane;CHI;25;F;69;29;40;69;22;7;19:36;16:17;3:18;0:00;19;10;0;6;0;25;15;0;5;0;44;25;0;11;0;36.2%;1,286;1,774;3,06;1,014;1,334;2,349;2,63;3,945;6,576;0,42;0,58;1;227;12.8%;16;15;4;4;50.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Blake Wheeler;WPG;27;F;82;28;41;69;63;4;18:41;15:12;2:37;0:51;20;8;0;4;2;30;11;0;8;2;50;19;0;12;4;27.5%;1,096;1,605;2,702;0,963;1,444;2,407;2,225;3,06;5,286;0,341;0,5;0,841;225;12.4%;150;68;15;25;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Kyle Okposo;NYI;25;F;71;27;42;69;51;-9;20:26;16:18;3:57;0:10;22;5;0;4;1;32;10;0;5;0;54;15;0;9;1;21.7%;1,117;1,737;2,854;1,14;1,658;2,798;1,069;2,138;3,207;0,38;0,592;0,972;195;13.9%;43;35;97;107;47.55%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;David Krejcí;BOS;27;F;80;19;50;69;28;39;19:07;15:54;2:33;0:38;16;3;0;6;1;34;16;0;8;0;50;19;0;14;1;27.5%;0,745;1,961;2,706;0,754;1,603;2,357;0,877;4,677;5,554;0,238;0,625;0,863;169;11.2%;75;56;618;590;51.16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Chris Kunitz;PIT;34;F;78;35;33;68;66;25;19:09;15:20;3:37;0:10;22;13;0;8;0;24;9;0;3;0;46;22;0;11;0;32.4%;1,405;1,325;2,73;1,103;1,203;2,306;2,754;1,907;4,661;0,449;0,423;0,872;218;16.1%;157;25;3;1;75.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Jonathan Toews;CHI;25;F;76;28;40;68;34;26;20:28;15:44;3:10;1:33;20;5;3;5;0;28;10;2;4;0;48;15;5;9;0;22.1%;1,08;1,543;2,623;1,003;1,404;2,407;1,245;2,489;3,734;0,368;0,526;0,895;193;14.5%;29;20;884;660;57.25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Thomas Vanek;MTL;29;F;78;27;41;68;46;7;19:21;15:21;3:57;0:01;19;8;0;4;0;31;10;0;5;0;50;18;0;9;0;26.5%;1,073;1,63;2,703;0,952;1,553;2,504;1,554;1,942;3,496;0,346;0,526;0,872;248;10.9%;30;17;20;26;43.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Jaromír Jágr;NJD;41;F;82;24;43;67;46;16;19:09;16:12;2:53;0:03;19;5;0;6;1;31;12;0;10;4;50;17;0;16;5;25.4%;0,917;1,642;2,559;0,858;1,399;2,257;1,262;3,029;4,292;0,293;0,524;0,817;231;10.4%;4;9;0;2;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;John Tavares;NYI;23;F;59;24;42;66;40;-6;21:14;16:58;4:05;0:10;16;8;0;4;0;25;17;0;4;1;41;25;0;8;1;37.9%;1,149;2,011;3,16;0,958;1,497;2,456;1,99;4,229;6,22;0,407;0,712;1,119;188;12.8%;23;19;554;575;49.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Jason Spezza;OTT;30;F;75;23;43;66;46;-26;18:12;14:22;3:03;0:47;14;9;0;5;0;30;13;0;5;0;44;22;0;10;0;33.3%;1,01;1,889;2,899;0,779;1,67;2,45;2,355;3,401;5,756;0,307;0,573;0,88;223;10.3%;17;26;775;661;53.97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Jordan Eberle;EDM;23;F;80;28;37;65;18;-11;19:32;15:49;3:02;0:41;20;7;1;4;1;24;13;0;5;1;44;20;1;9;2;30.8%;1,074;1,42;2,494;0,948;1,138;2,086;1,727;3,207;4,934;0,35;0,463;0,813;200;14.0%;51;40;8;13;38.10%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Gabriel Landeskog;COL;21;F;81;26;39;65;71;21;18:40;16:03;2:24;0:12;21;5;0;4;1;34;5;0;9;1;55;10;0;13;2;15.4%;1,031;1,547;2,578;0,969;1,569;2,538;1,535;1,535;3,07;0,321;0,481;0,802;222;11.7%;176;52;13;5;72.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Ryan O'Reilly;COL;22;F;80;28;36;64;2;-1;19:49;15:59;2:39;1:09;19;9;0;6;2;23;13;0;10;1;42;22;0;16;3;34.4%;1,06;1,362;2,422;0,891;1,079;1,97;2,531;3,657;6,188;0,35;0,45;0,8;201;13.9%;22;43;192;179;51.75%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Bryan Little;WPG;26;F;82;23;41;64;58;8;20:00;15:05;2:39;2:14;13;8;2;1;0;32;7;2;4;0;45;15;4;5;0;23.4%;0,841;1,5;2,341;0,63;1,552;2,182;2,197;1,922;4,119;0,28;0,5;0,78;170;13.5%;84;38;785;868;47.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Ryan Johansen;CBJ;21;F;82;33;30;63;43;3;17:38;14:17;2:38;0:42;26;7;0;5;2;17;13;0;8;0;43;20;0;13;2;31.7%;1,368;1,244;2,612;1,331;0,87;2,201;1,942;3,606;5,547;0,402;0,366;0,768;237;13.9%;114;39;692;619;52.78%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Nathan MacKinnon;COL;18;F;82;24;39;63;26;20;17:20;14:56;2:20;0:04;16;8;0;5;0;30;9;0;9;3;46;17;0;14;3;27.0%;1,013;1,645;2,658;0,784;1,469;2,253;2,506;2,82;5,326;0,293;0,476;0,768;241;10.0%;57;45;194;258;42.92%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Alexander Steen;STL;29;F;68;33;29;62;46;17;20:16;15:03;3:19;1:54;25;7;1;9;0;17;10;2;5;0;42;17;3;14;0;27.4%;1,436;1,262;2,697;1,466;0,997;2,462;1,856;2,651;4,507;0,485;0,426;0,912;211;15.6%;43;28;265;276;48.98%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Patrice Bergeron;BOS;28;F;80;30;32;62;43;38;17:59;14:02;1:59;1:57;22;7;1;7;0;25;4;3;7;1;47;11;4;14;1;17.7%;1,251;1,334;2,585;1,175;1,335;2,51;2,646;1,512;4,158;0,375;0,4;0,775;243;12.4%;52;57;1015;717;58.60%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Jakub Vorácek;PHI;24;F;82;23;39;62;22;11;17:15;13:50;3:21;0:02;15;8;0;2;0;24;15;0;8;0;39;23;0;10;0;37.1%;0,975;1,654;2,629;0,793;1,269;2,062;1,74;3,263;5,003;0,28;0,476;0,756;235;9.8%;19;20;4;2;66.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Jarome Iginla;BOS;36;F;78;30;31;61;47;34;18:12;15:18;2:30;0:24;26;4;0;8;0;21;10;0;7;1;47;14;0;15;1;23.0%;1,267;1,309;2,576;1,306;1,055;2,361;1,23;3,074;4,304;0,385;0,397;0,782;209;14.4%;142;27;8;29;21.62%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;James van Riemsdyk;TOR;24;F;80;30;31;61;50;-9;21:03;16:27;3:08;1:27;19;9;2;3;0;23;6;2;4;0;42;15;4;7;0;24.6%;1,069;1,104;2,173;0,866;1,048;1,915;2,146;1,431;3,576;0,375;0,388;0,763;279;10.8%;118;29;46;67;40.71%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;James Neal;PIT;26;F;59;27;34;61;55;15;18:26;14:35;3:50;0:01;16;11;0;4;3;19;15;0;4;0;35;26;0;8;3;42.6%;1,488;1,874;3,362;1,115;1,324;2,439;2,917;3,978;6,896;0,458;0,576;1,034;238;11.3%;58;23;5;13;27.78%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Eric Staal;CAR;29;F;79;21;40;61;74;-13;20:17;16:04;3:20;0:52;18;1;2;0;0;27;11;2;7;1;45;12;4;7;1;19.7%;0,786;1,497;2,284;0,851;1,276;2,127;0,227;2,501;2,728;0,266;0,506;0,772;230;9.1%;67;28;754;676;52.73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Duncan Keith;CHI;30;D;79;6;55;61;28;22;24:38;19:05;3:10;2:23;3;3;0;3;0;36;18;1;11;1;39;21;1;14;1;34.4%;0,185;1,695;1,879;0,119;1,432;1,552;0,717;4,302;5,019;0,076;0,696;0,772;198;3.0%;36;89;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Max Pacioretty;MTL;25;F;73;39;21;60;35;8;18:29;14:25;3:01;1:03;28;10;1;11;2;14;7;0;3;2;42;17;1;14;4;28.3%;1,734;0,933;2,667;1,596;0,798;2,394;2,723;1,906;4,629;0,534;0,288;0,822;270;14.4%;69;33;6;4;60.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Marian Hossa;CHI;34;F;72;30;30;60;20;28;18:16;14:43;2:13;1:19;23;4;3;4;0;20;9;1;3;1;43;13;4;7;1;21.7%;1,368;1,368;2,736;1,302;1,132;2,434;1,501;3,377;4,879;0,417;0,417;0,833;241;12.5%;43;26;1;2;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Jason Pominville;MIN;31;F;82;30;30;60;16;3;18:35;15:02;3:27;0:04;23;7;0;5;0;20;10;0;6;0;43;17;0;11;0;28.3%;1,181;1,181;2,362;1,118;0,972;2,091;1,479;2,113;3,592;0,366;0,366;0,732;226;13.3%;23;31;87;72;54.72%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Wayne Simmonds;PHI;25;F;82;29;31;60;106;-4;16:46;13:19;3:23;0:02;14;15;0;4;0;22;9;0;6;1;36;24;0;10;1;40.0%;1,265;1,353;2,618;0,768;1,208;1,976;3,229;1,938;5,167;0,354;0,378;0,732;209;13.9%;132;35;1;1;50.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Paul Stastny;COL;28;F;71;25;35;60;22;9;18:23;15:24;2:22;0:36;21;4;0;4;1;23;11;1;3;1;44;15;1;7;2;25.0%;1,149;1,608;2,757;1,152;1,262;2,413;1,424;3,916;5,34;0,352;0,493;0,845;150;16.7%;54;46;655;555;54.13%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;T.J. Oshie;STL;27;F;79;21;39;60;42;19;18:59;14:29;2:43;1:45;14;5;2;5;1;28;10;1;5;0;42;15;3;10;1;25.0%;0,84;1,56;2,4;0,734;1,467;2,201;1,395;2,79;4,185;0,266;0,494;0,759;152;13.8%;77;54;28;38;42.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Milan Lucic;BOS;25;F;80;24;35;59;91;30;17:22;15:00;2:20;0:00;21;3;0;5;1;26;9;0;11;0;47;12;0;16;1;20.3%;1,036;1,511;2,547;1,049;1,299;2,348;0,958;2,874;3,832;0,3;0,438;0,738;153;15.7%;240;22;61;70;46.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
