name,id,mean_duration,mean_game,total,game_played
JIMMY HAYES,8474625,44.681481481481484,10.967272727272727,603.2,55
DANY HEATLEY,8468482,47.58661971830986,14.818640350877192,1126.2166666666667,76
MARIAN GABORIK,8468483,50.25090036014406,17.015853658536585,697.65,41
MICHAEL STONE,8474628,43.9213095921884,18.20642857142857,1274.45,70
ROSTISLAV KLESLA,8468484,41.61717352415027,15.509333333333332,387.73333333333335,25
SCOTT HARTNELL,8468486,47.56351595424443,16.880982905982908,1316.7166666666667,78
RAFFI TORRES,8468485,36.13953488372093,10.360000000000001,51.8,5
MICHAEL HUTCHINSON,8474636,915.1666666666666,61.011111111111106,183.03333333333333,3
RON HAINSEY,8468493,46.56953642384106,21.4390243902439,1758.0,82
ANDREW CAMPBELL,8474638,34.621212121212125,12.694444444444445,38.083333333333336,3
CHRIS KUNITZ,8470543,51.88483796296296,19.157478632478632,1494.2833333333333,78
ADAM HENRIQUE,8474641,43.993143459915615,18.054329004329006,1390.1833333333334,77
BROOKS ORPIK,8468498,51.70694522868436,21.197453703703705,1526.2166666666667,72
LANCE BOUMA,8474642,38.064516129032256,12.606837606837608,983.3333333333334,78
ANTON VOLCHENKOV,8468501,46.95420482930891,16.783333333333335,939.8666666666667,56
BRANDON MCMILLAN,8474646,40.1256038647343,12.584848484848486,276.8666666666667,22
BRAD BOYES,8468504,45.71117478510028,17.044017094017093,1329.4333333333334,78
STEVE OTT,8468505,46.2319587628866,18.229674796747968,1494.8333333333333,82
BRADEN HOLTBY,8474651,890.391061452514,55.34027777777778,2656.3333333333335,48
JUSTIN WILLIAMS,8468508,46.18770764119601,16.954268292682926,1390.25,82
NIKLAS KRONWALL,8468509,46.50645682001614,24.312869198312235,1920.7166666666667,79
NICK SCHULTZ,8468513,44.75215374420146,16.31183574879227,1125.5166666666667,69
MATT DONOVAN,8474659,46.171990171990174,18.06923076923077,939.6,52
DAVID WARSOFSKY,8474660,49.33050847457627,16.169444444444444,97.01666666666667,6
TOMAS KOPECKY,8468518,44.65947467166979,16.192857142857143,793.45,49
DALE WEISE,8474668,40.059817945383614,8.416939890710383,513.4333333333333,61
ILYA BRYZGALOV,8468524,938.2844827586207,56.68802083333333,1814.0166666666667,32
JARRET STOLL,8468526,41.26737076153419,15.863247863247864,1237.3333333333333,78
TJ BRODIE,8474673,45.861176470588234,24.062962962962963,1949.1,81
JAMES WRIGHT,8474674,41.76108374384236,9.579096045197739,565.1666666666666,59
ANTOINE VERMETTE,8468535,43.538000921234456,19.211585365853658,1575.35,82
GUSTAV NYQUIST,8474679,45.56205533596838,16.852631578947367,960.6,57
ANDREI LOKTIONOV,8474681,43.9701244813278,12.986274509803922,883.0666666666667,68
DUSTIN TOKARSKI,8474682,1087.3333333333333,54.36666666666667,163.1,3
DEREK GRANT,8474683,37.012903225806454,9.561666666666667,191.23333333333332,20
DAN ELLIS,8468540,948.2923076923076,51.36583333333333,1027.3166666666666,20
MATT CALVERT,8474685,44.095354523227385,16.102678571428573,901.75,56
PAUL MARTIN,8468542,56.479371316306484,24.57094017094017,958.2666666666667,39
MARC-ANDRE FLEURY,8470594,964.1737288135594,59.256510416666664,3792.4166666666665,64
ERIC STAAL,8470595,46.56755447941889,20.287341772151898,1602.7,79
KEVIN POULIN,8474690,919.9905660377359,58.04702380952381,1625.3166666666666,28
NATHAN HORTON,8470596,47.835243553008596,15.899523809523808,556.4833333333333,35
THOMAS VANEK,8470598,53.72522255192878,19.34337606837607,1508.7833333333333,78
MILAN MICHALEK,8470599,43.50754527162978,17.579878048780486,1441.55,82
RYAN SUTER,8470600,55.816,29.779878048780485,2441.95,82
BRAYDON COBURN,8470601,45.83769198837692,22.443699186991868,1840.3833333333334,82
DION PHANEUF,8470602,48.993983669961324,23.751875,1900.15,80
MARK BOROWIECKI,8474697,40.06122448979592,12.583333333333334,163.58333333333334,13
JEFF CARTER,8470604,47.296938186019645,18.95162037037037,1364.5166666666667,72
DUSTIN BROWN,8470606,44.97483523067705,15.836075949367089,1251.05,79
BRENT SEABROOK,8470607,44.222850222042794,22.26422764227642,1825.6666666666667,82
STEVE BERNIER,8470609,41.43172119487909,12.447222222222223,970.8833333333333,78
ZACH PARISE,8470610,49.56179104477612,20.650746268656714,1383.6,67
ERIC FEHR,8470611,44.04907975460123,14.753424657534246,1077.0,73
RYAN GETZLAF,8470612,50.61142563046835,21.285281385281387,1638.9666666666667,77
BRENT BURNS,8470613,40.969982342554445,16.813526570048307,1160.1333333333334,69
MARK STUART,8470614,45.976758045292016,18.63502415458937,1285.8166666666666,69
MATT MARTIN,8474709,42.43867569601204,11.898945147679324,940.0166666666667,79
RYAN KESLER,8470616,50.44394394394394,21.815367965367965,1679.7833333333333,77
MIKE RICHARDS,8470617,43.57329160146062,16.977642276422763,1392.1666666666667,82
PHILIP LARSEN,8474707,49.233226837060705,17.12222222222222,513.6666666666666,30
BRIAN BOYLE,8470619,40.275817831943556,12.762195121951219,1046.5,82
JARED SPURGEON,8474716,46.27198779867819,22.641044776119404,1516.95,67
COREY PERRY,8470621,50.387972325705164,19.481275720164607,1577.9833333333333,81
MARK BARBERIO,8474717,45.78525641025641,14.576530612244898,714.25,49
DOMINIC MOORE,8468575,40.727777777777774,11.7162100456621,855.2833333333333,73
CAM ATKINSON,8474715,45.7737003058104,15.789029535864978,1247.3333333333333,79
PATRICK EAVES,8470622,40.45309381237525,11.259444444444446,337.78333333333336,30
LOUI ERIKSSON,8470626,48.667739340305715,16.52841530054645,1008.2333333333333,61
MIKE HALMO,8476765,43.14393939393939,9.491666666666667,189.83333333333334,20
CALVIN HEETER,8476763,767.8,63.983333333333334,63.983333333333334,1
KEVIN KLEIN,8470630,43.682487725040914,17.33116883116883,1334.5,77
BEN SMITH,8474727,39.831132731063235,12.737111111111112,955.2833333333333,75
BRAD HUNT,8476779,46.285714285714285,12.6,37.8,3
PATRICE BERGERON,8470638,43.483383685800604,17.991249999999997,1439.3,80
ZAC RINALDO,8474736,41.313751668891854,7.697512437810945,515.7333333333333,67
MATT CARLE,8470640,48.68822479928635,22.18678861788618,1819.3166666666666,82
SHEA WEBER,8470642,52.6054477919934,26.890928270042195,2124.383333333333,79
TOMMY WINGELS,8474739,41.795058955642894,16.11190476190476,1240.6166666666666,77
COLIN MCDONALD,8470644,43.94425675675676,12.38809523809524,867.1666666666666,70
COREY CRAWFORD,8470645,901.3318584070796,57.54265536723164,3395.016666666667,59
LUBOMIR VISNOVSKY,8468598,53.55797101449275,20.530555555555555,492.73333333333335,24
B.J. CROMBEEN,8470647,41.31896551724138,10.166969696969696,559.1833333333333,55
TOREY KRUG,8476792,47.61732644865175,17.509915611814346,1383.2833333333333,79
SEAN COLLINS,8474744,37.73076923076923,8.175,49.05,6
ZACH REDMOND,8474743,48.67724867724868,15.333333333333334,153.33333333333334,10
MATT BARTKOWSKI,8474749,44.894673847995215,19.536197916666666,1250.3166666666666,64
MAXIM LAPIERRE,8470654,39.38079470198676,11.167136150234741,792.8666666666667,71
DAVID BACKES,8470655,42.86074074074074,19.54797297297297,1446.55,74
KARL STOLLERY,8476798,39.05,6.508333333333334,13.016666666666667,2
JIMMY HOWARD,8470657,896.6567164179105,58.898039215686275,3003.8,51
JOACIM ERIKSSON,8474754,1081.0,36.03333333333333,36.03333333333333,1
MATT HENDRICKS,8468611,41.88612099644128,12.738095238095239,980.8333333333334,77
CAMERON SCHILLING,8476799,56.05263157894737,17.75,17.75,1
SPENCER ABBOTT,8476805,31.6,5.266666666666667,5.266666666666667,1
COLIN FRASER,8470662,41.97405660377358,8.988383838383838,296.6166666666667,33
JT BROWN,8476806,43.63861824623561,13.033862433862433,821.1333333333333,63
BRIAN FLYNN,8476808,42.82330827067669,14.418987341772151,1139.1,79
DAN CARCILLO,8470666,42.43449197860963,9.280994152046784,529.0166666666667,57
CLARKE MACARTHUR,8470667,44.45473908413206,17.61308016877637,1391.4333333333334,79
ANDERS LINDBACK,8474765,877.9662921348314,56.62246376811594,1302.3166666666666,23
JEREMY WELSH,8476819,38.13170731707317,6.85701754385965,130.28333333333333,19
FRAZER MCLAREN,8473712,34.33862433862434,4.006172839506173,108.16666666666667,27
DALTON PROUT,8474774,51.825819672131146,17.204761904761902,843.0333333333333,49
LUKE GLENDENING,8476822,41.29946996466431,13.913988095238095,779.1833333333333,56
TRAVIS MOEN,8468635,40.95264116575592,11.529743589743589,749.4333333333333,65
CHAD BILLINS,8476827,41.38418079096045,12.208333333333334,122.08333333333333,10
ALEXANDER SULZER,8470685,48.72401433691756,18.125333333333334,453.1333333333333,25
JOHN-MICHAEL LILES,8468639,47.635467980295566,19.654471544715445,805.8333333333334,41
GILBERT BRULE,8471680,50.73170731707317,11.555555555555555,34.666666666666664,3
VIKTOR FASTH,8476839,1025.6341463414635,58.40416666666667,700.85,12
JAN HEJDA,8470699,46.52783964365256,22.319444444444446,1740.9166666666667,78
NIKLAS SVEDBERG,8476844,730.0,60.833333333333336,60.833333333333336,1
CRISTOPHER NILSTORP,8476846,789.6666666666666,39.483333333333334,39.483333333333334,1
RYAN MURRAY,8476850,52.917283120376595,19.87070707070707,1311.4666666666667,66
ALEX GALCHENYUK,8476851,44.27523659305994,14.395128205128206,935.6833333333333,65
MORGAN RIELLY,8476853,44.18649885583524,17.634246575342466,1287.3,73
HAMPUS LINDHOLM,8476854,47.33992712129099,19.43162393162393,1515.6666666666667,78
NAIL YAKUPOV,8476855,44.35,14.314021164021165,901.7833333333333,63
MATT DUMBA,8476856,41.85344827586207,12.448717948717949,161.83333333333334,13
PAUL BISSONNETTE,8470713,38.43598615916955,4.747008547008547,185.13333333333333,39
COREY POTTER,8470714,44.72934472934473,13.771929824561402,261.6666666666667,19
ALEX PETROVIC,8475755,43.18487394957983,12.235714285714286,85.65,7
JORDIE BENN,8474818,45.552337398373986,19.155341880341883,1494.1166666666666,78
DERYK ENGELLAND,8468674,46.875935828877004,13.04434523809524,730.4833333333333,56
KYLE QUINCEY,8470724,44.14100905562743,20.805487804878048,1706.05,82
TANNER PEARSON,8476871,41.7860824742268,10.808666666666666,270.21666666666664,25
TYSON STRACHAN,8470729,52.57022471910113,17.328703703703702,311.9166666666667,18
OLLI MAATTA,8476874,48.17751808569839,18.498931623931625,1442.9166666666667,78
ED JOVANOVSKI,8460492,39.403951701427005,16.169819819819818,598.2833333333333,37
HENRIK LUNDQVIST,8468685,973.7455357142857,57.703439153439156,3635.3166666666666,63
ZEMGUS GIRGENSONS,8476878,43.96924128503076,15.315952380952382,1072.1166666666666,70
CODY CECI,8476879,45.08110516934046,17.204421768707483,843.0166666666667,49
TOM WILSON,8476880,42.77875136911282,7.9384146341463415,650.95,82
RYAN SMYTH,8460496,42.712820512820514,15.424074074074074,1110.5333333333333,72
JAROMIR JAGR,8448208,50.51393354769561,19.158333333333335,1570.9833333333333,82
TOMAS HERTL,8476881,42.27204968944099,15.328378378378378,567.15,37
LEE STEMPNIAK,8470740,44.38529088913282,18.463470319634705,1347.8333333333333,73
JACOB TROUBA,8476885,49.887115165336375,22.43641025641026,1458.3666666666666,65
BRANDON GORMLEY,8475759,40.77570093457944,14.543333333333333,72.71666666666667,5
FILIP FORSBERG,8476887,47.57219251336898,11.405128205128204,148.26666666666668,13
MIKHAIL GRIGORENKO,8476888,47.29501915708812,11.42962962962963,205.73333333333332,18
TEUVO TERAVAINEN,8476882,45.30357142857143,14.094444444444443,42.28333333333333,3
MARK CUNDARI,8474837,43.847457627118644,10.779166666666667,43.11666666666667,4
PAUL GAUSTAD,8468700,40.90190915075708,13.806666666666667,1035.5,75
JOHN MITCHELL,8470750,46.60852959898154,16.271555555555555,1220.3666666666666,75
ANTOINE ROUSSEL,8474849,40.4235807860262,13.33312757201646,1079.9833333333333,81
BRANDON MASHINTER,8474850,38.27906976744186,4.572222222222222,27.433333333333334,6
BRAD RICHARDSON,8470755,42.13557133634603,14.9013698630137,1087.8,73
NATHAN LAWSON,8474855,712.0,11.866666666666667,11.866666666666667,1
MARC METHOT,8470760,47.65465172917681,21.741111111111113,1630.5833333333333,75
TYLER JOHNSON,8474870,46.25625625625626,18.784552845528456,1540.3333333333333,82
NATE THOMPSON,8470775,40.388242894056845,12.86440329218107,1042.0166666666667,81
BRIAN LASHOFF,8474873,40.36544437538844,14.43288888888889,1082.4666666666667,75
DREW MILLER,8470778,43.4207240948814,14.13821138211382,1159.3333333333333,82
COLTON SISSONS,8476925,41.33587786259542,10.617647058823529,180.5,17
PATRIK ELIAS,8460542,44.4140127388535,17.879487179487178,1162.1666666666667,65
QUINTON HOWDEN,8475769,42.899022801302934,13.71875,219.5,16
JAKE MCCABE,8476931,42.6,15.214285714285715,106.5,7
MIKE HOFFMAN,8474884,41.99150743099788,13.185333333333334,329.6333333333333,25
MARTIN JONES,8474889,938.2857142857143,57.6140350877193,1094.6666666666667,19
JOE PAVELSKI,8470794,43.9725348941918,19.85020325203252,1627.7166666666667,82
JEAN-PHILIPPE COTE,8468745,42.541044776119406,10.000877192982456,190.01666666666668,19
MARK VISENTIN,8475771,705.8,58.81666666666667,58.81666666666667,1
CONNOR CARRICK,8476941,48.560357675111774,15.972549019607843,543.0666666666667,34
RILEY SHEAHAN,8475772,41.75802752293578,14.449603174603174,606.8833333333333,42
KYLE BRODZIAK,8470803,42.454206602768906,16.40514403292181,1328.8166666666666,81
PETTER GRANBERG,8475774,39.22222222222222,11.766666666666667,11.766666666666667,1
JAY ROSEHILL,8470816,38.18939393939394,4.942156862745097,168.03333333333333,34
RAY WHITNEY,8458537,47.03661513425549,13.96328502415459,963.4666666666667,69
COLTON ORR,8468778,39.252252252252255,5.379012345679013,290.46666666666664,54
TOBIAS ENSTROM,8470828,50.26934587430526,23.898373983739837,1959.6666666666667,82
CEDRIC PAQUETTE,8476975,45.921052631578945,14.541666666666666,29.083333333333332,2
DUSTIN BYFUGLIEN,8470834,54.621840242669364,23.085897435897436,1800.7,78
KEVIN CZUCZMAN,8477814,46.6177370030581,19.54358974358974,254.06666666666666,13
SHANE O'BRIEN,8470839,41.0310391363023,11.26074074074074,506.73333333333335,45
MARK VAN GUILDER,8474939,36.214285714285715,8.45,8.45,1
MICHAEL ZALEWSKI,8477816,45.46875,12.125,24.25,2
MAREK MAZANEC,8476992,930.7126436781609,53.98133333333333,1349.5333333333333,25
MATT MOULSON,8470852,50.13205207687539,17.969555555555555,1347.7166666666667,75
TANNER GLASS,8470854,43.19143117593437,11.7863184079602,789.6833333333333,67
JAROSLAV HALAK,8470860,928.0736842105263,56.51730769230769,2938.9,52
DANIEL ALFREDSSON,8460621,46.289544235924936,16.927450980392155,1151.0666666666666,68
BRYCE SALVADOR,8460626,49.85158648925282,20.29375,811.75,40
TROY BODIE,8470867,41.7581475128645,8.632978723404255,405.75,47
CHRIS PORTER,8470871,39.58381502890173,10.375757575757575,228.26666666666668,22
DAVID JONES,8470877,41.22592592592593,15.459722222222222,742.0666666666667,48
BRIAN ELLIOTT,8470880,946.2038834951456,52.39731182795699,1624.3166666666666,31
CLAYTON STONER,8470886,41.1880621422731,13.326190476190476,839.55,63
JACK CAMPBELL,8475789,1200.0,60.0,60.0,1
BRETT CONNOLLY,8475792,42.87567567567567,12.01818181818182,132.2,11
DAMIEN BRUNNER,8477059,45.15569972196478,13.534166666666666,812.05,60
DYLAN MCILRATH,8475795,35.125,7.025,14.05,2
DAVID CLARKSON,8470920,44.93057851239669,15.101666666666667,906.1,60
DMITRY KOROBOV,8477082,46.926829268292686,10.68888888888889,32.06666666666667,3
TEEMU PULKKINEN,8475800,40.72727272727273,7.466666666666667,22.4,3
TIM THOMAS,8460703,895.7570621468926,55.05173611111111,2642.483333333333,48
EVGENI NABOKOV,8460705,930.9305555555555,55.85583333333333,2234.233333333333,40
ERIC BOULTON,8460720,35.1031746031746,6.4101449275362326,147.43333333333334,23
MATT TAORMINA,8475060,42.954198473282446,13.397619047619049,93.78333333333333,7
MARK GIORDANO,8470966,48.4247876061969,25.233854166666667,1614.9666666666667,64
JAYSON MEGNA,8477126,44.580708661417326,10.484722222222222,377.45,36
BRYCE VAN BRABANT,8477847,38.33720930232558,9.158333333333333,54.95,6
TYLER BOZAK,8475098,46.31321473951716,20.94741379310345,1214.95,58
CHRISTIAN FOLIN,8477850,53.0,19.433333333333334,19.433333333333334,1
MATT GILROY,8475118,44.32386363636363,16.252083333333335,260.03333333333336,16
ZACH SILL,8475119,46.42652329749104,10.794166666666666,215.88333333333333,20
JORDAN SCHROEDER,8475147,43.10287081339713,12.011333333333333,300.28333333333336,25
TIM ERIXON,8475148,46.513513513513516,14.341666666666667,28.683333333333334,2
MARCUS JOHANSSON,8475149,48.88734030197445,17.538333333333334,1403.0666666666666,80
JORDAN CARON,8475150,42.01648351648352,10.924285714285714,382.35,35
KYLE PALMIERI,8475151,42.823232323232325,11.94225352112676,847.9,71
DYLAN OLSEN,8475153,38.998086124401915,15.436742424242425,679.2166666666667,44
CARTER ASHTON,8475154,39.75247524752475,6.2734375,200.75,32
SIMON DESPRES,8475155,45.29708222811671,16.742156862745098,569.2333333333333,34
KELLAN LAIN,8477201,34.79012345679013,5.218518518518518,46.96666666666667,9
ANDREJ SUSTR,8477205,47.215527230590965,15.793410852713178,679.1166666666667,43
RYAN O'REILLY,8475158,49.014940752189595,19.820416666666667,1585.6333333333334,80
ANDREW HAMMOND,8477202,690.3333333333334,34.516666666666666,34.516666666666666,1
KYLE CLIFFORD,8475160,42.64630541871921,10.161032863849764,721.4333333333333,71
CHRIS BROWN,8475161,41.74666666666667,8.697222222222223,104.36666666666666,12
LANDON FERRARO,8475157,42.23529411764706,8.975,35.9,4
ALEX CHIASSON,8475163,44.46989447548107,15.114135021097047,1194.0166666666667,79
JAKOB SILFVERBERG,8475164,42.91321118611379,14.263141025641026,741.6833333333333,52
ANTON LANDER,8475165,41.06902985074627,13.588271604938273,366.8833333333333,27
JOHN TAVARES,8475166,57.025796661608496,21.231638418079097,1252.6666666666667,59
DANNY DEKEYSER,8477215,43.17084398976982,21.640769230769234,1406.65,65
MATT DUCHENE,8475168,50.413307741522715,18.496713615023474,1313.2666666666667,71
EVANDER KANE,8475169,48.84904458598726,20.289153439153438,1278.2166666666667,63
BRAYDEN SCHENN,8475170,46.90133171912833,15.748170731707317,1291.35,82
VICTOR HEDMAN,8475167,50.45927036481759,22.437555555555555,1682.8166666666666,75
NAZEM KADRI,8475172,46.55949656750572,17.39017094017094,1356.4333333333334,78
OLIVER EKMAN-LARSSON,8475171,52.76220806794055,25.886458333333334,2070.9166666666665,80
JARED COWEN,8475174,46.754189944134076,20.512254901960784,1394.8333333333333,68
NATE SCHMIDT,8477220,53.58813838550247,18.69425287356322,542.1333333333333,29
RYAN ELLIS,8475176,45.23343108504399,16.067291666666666,1285.3833333333334,80
MAGNUS PAAJARVI,8475175,40.89117291414752,10.247575757575758,563.6166666666667,55
ZACK KASSIAN,8475178,45.15869218500797,12.928995433789956,943.8166666666667,73
DMITRY KULIKOV,8475179,46.57555847568988,21.879012345679012,1772.2,81
PETER HOLLAND,8475180,45.18364197530864,11.348449612403101,487.98333333333335,43
NICK LEDDY,8475181,46.82722513089005,16.360975609756096,1341.6,82
DAVID RUNDBLAD,8475182,47.07046979865772,13.751960784313725,233.78333333333333,17
LOUIS LEBLANC,8475183,42.30357142857143,9.870833333333334,78.96666666666667,8
CHRIS KREIDER,8475184,43.74016853932584,15.728787878787879,1038.1,66
JACOB JOSEFSON,8475185,39.55421686746988,10.132716049382715,273.5833333333333,27
JOHN MOORE,8475186,43.460408684546614,15.328603603603604,1134.3166666666666,74
ERIAH HAYES,8477227,35.255,7.834444444444444,117.51666666666667,15
BRAYDEN MCNABB,8475188,46.63157894736842,17.227777777777778,206.73333333333332,12
MATT LINDBLAD,8477228,45.516129032258064,11.758333333333333,23.516666666666666,2
JAMIE DEVANE,8475190,37.0,5.858333333333333,11.716666666666667,2
REILLY SMITH,8475191,45.67866161616162,14.70630081300813,1205.9166666666667,82
TAYLOR BECK,8475192,41.48461538461538,12.84047619047619,89.88333333333334,7
TOMAS TATAR,8475193,43.31909028256375,14.35068493150685,1047.6,73
PHILIP SAMUELSSON,8475194,44.92307692307692,15.573333333333332,77.86666666666666,5
